Trans no,Type,Date,Num,Name,Source Name,Name Address,Name Street1,Name Street2,Name City,Name County,Name Postcode,Name Contact,Name Phone no,Name E-Mail,Memo,Terms,Item,Item Description,Account,Class,VAT Code,Split,Qty,Sales Price,Debit,Credit,Amount,Balance,Account Type,Net Amount,VAT Amount,Gross Amount,Ship To City,Ship To Address 1,Ship To Address 2,Ship To County,Ship Postcode
152,Cheque,30/04/2024,PV202404001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Apr.24 CHF 20,677.72 [from USD (22,805.62+65) to Marko]",,,,2121104  AP - Other,,,1112103 Bank S/A-Kbank-4253 USD,,836390.01,836390.01,,836390.01,0,Accounts Payable,836390.01,0,836390.01,,,,,
145,Cheque,27/05/2024,PV202402001,Audit,Audit,,,,,,,,,,"Audit fee 2023 - Phatrin Audit Co., Ltd",,,,1112101  Bank S/A -Kbank -9996,,,-SPLIT-,,,,7760.00,-7760,-7760,Bank,-7760,0,-7760,,,,,
145,Cheque,27/05/2024,PV202402001,Audit,Audit,,,,,,,,,,"Audit fee 2023 - Phatrin Audit Co., Ltd",,,,2122104  Accrued Other,,,1112101  Bank S/A -Kbank -9996,,8000,8000.00,,8000,240,Accounts Payable,8000,0,8000,,,,,
145,Cheque,27/05/2024,PV202402001,Audit,Audit,,,,,,,,,,"Audit fee 2023 - Phatrin Audit Co., Ltd, PND53 05/24",,,,2224105  WHT - Other,,,1112101  Bank S/A -Kbank -9996,,-240,,240.00,-240,0,Other Current Liability,-240,0,-240,,,,,
153,Cheque,30/05/2024,PV202405001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp May.24 CHF 26,597.14 (from USD 29,421.62@37.0552 to Marko)",,,,1112103 Bank S/A-Kbank-4253 USD,,,-SPLIT-,,,,1090224.01,-1090224.01,-1090224.01,Bank,-1090224.01,0,-1090224.01,,,,,
153,Cheque,30/05/2024,PV202405001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp May.24 CHF 26,597.14 (from USD 65@37.0552 to Marko) - Bank fee",,,,1112103 Bank S/A-Kbank-4253 USD,,,1112103 Bank S/A-Kbank-4253 USD,,-2408.59,,2408.59,-2408.59,-1092632.6,Bank,-2408.59,0,-2408.59,,,,,
153,Cheque,30/05/2024,PV202405001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Exchange loss : Marko exp May.24 CHF 26,597.14 [from USD (29,421.62+65) to Marko]",,,,7111102 Exchange loss,,,1112103 Bank S/A-Kbank-4253 USD,,14292.16,14292.16,,14292.16,-1078340.44,Expense,14292.16,0,14292.16,,,,,
153,Cheque,30/05/2024,PV202405001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp May.24 CHF 26,597.14 [from USD (29,421.62+65) to Marko]",,,,2121104  AP - Other,,,1112103 Bank S/A-Kbank-4253 USD,,1078340.44,1078340.44,,1078340.44,0,Accounts Payable,1078340.44,0,1078340.44,,,,,
154,Cheque,11/06/2024,PV202406001,Revenue department,Revenue department,,,,,,,,,,PND53 of May 24,,,,1112102  Bank C/A -Kbank -0612,,,-SPLIT-,,,,255.00,-255,-255,Bank,-255,0,-255,,,,,
154,Cheque,11/06/2024,PV202406001,Revenue department,Revenue department,,,,,,,,,,PND53 of May 24,,,,2224105  WHT - Other,,,1112102  Bank C/A -Kbank -0612,,240,240.00,,240,-15,Other Current Liability,240,0,240,,,,,
154,Cheque,11/06/2024,PV202406001,Revenue department,Revenue department,,,,,,,,,,PND53 of May 24 - Bank fee,,,,5131111  Bank charge,,,1112102  Bank C/A -Kbank -0612,,15,15.00,,15,0,Expense,15,0,15,,,,,
155,General Journal,21/06/2024,RV202406001,KBANK,KBANK,,,,,,,,,,Interest Income 2024,,,,1112101  Bank S/A -Kbank -9996,,,-SPLIT-,,,585.33,,585.33,585.33,Bank,0,0,0,,,,,
155,General Journal,21/06/2024,RV202406001,KBANK,KBANK,,,,,,,,,,Interest Income 2024,,,,4200001  Interest income,,,1112101  Bank S/A -Kbank -9996,,,,585.33,-585.33,0,Income,0,0,0,,,,,
155,General Journal,21/06/2024,RV202406001,KBANK,KBANK,,,,,,,,,,Interest Income Tax 2024,,,,1131103  Withholding income tax,,,1112101  Bank S/A -Kbank -9996,,,87.80,,87.8,87.8,Other Current Asset,0,0,0,,,,,
155,General Journal,21/06/2024,RV202406001,KBANK,KBANK,,,,,,,,,,Interest Income Tax 2024,,,,1112101  Bank S/A -Kbank -9996,,,1112101  Bank S/A -Kbank -9996,,,,87.80,-87.8,0,Bank,0,0,0,,,,,
156,General Journal,24/06/2024,RV202406002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"TIS Petroleum (Asia) Return loan (USD 100,000+Interest 2,783.33) to Caryon SA - HQ Ref.PV202401002",,,,2121104  AP - Other,,,-SPLIT-,,,,3793736.35,-3793736.35,-3793736.35,Accounts Payable,0,0,0,,,,,
156,General Journal,24/06/2024,RV202406002,"TIS PETROLEUM (ASIA) PTE.,LTD.",Caryon SA - HQ,,,,TIS PETROLEUM (ASIA) PTE.,LTD.,,,,,"TIS Petroleum (Asia) Return loan (USD 100,000) to Caryon SA - HQ Ref.PV202401002",,,,1112103 Bank S/A-Kbank-4253 USD,,,2121104  AP - Other,,,3691490.00,,3691490,-102246.35,Bank,0,0,0,,,,,
156,General Journal,24/06/2024,RV202406002,KBANK,Caryon SA - HQ,,,,,,,,,,"TIS Petroleum (Asia) Return loan (USD 100,000) to Caryon SA - HQ - Bank fee",,,,1112101  Bank S/A -Kbank -9996,,,2121104  AP - Other,,,,500.00,-500,-102746.35,Bank,0,0,0,,,,,
156,General Journal,24/06/2024,RV202406002,"TIS PETROLEUM (ASIA) PTE.,LTD.",Caryon SA - HQ,,,,TIS PETROLEUM (ASIA) PTE.,LTD.,,,,,"TIS Petroleum (Asia) Return loan (Interest USD 2,783.33) to Caryon SA - HQ Ref.PV202401002",,,,1112103 Bank S/A-Kbank-4253 USD,,,2121104  AP - Other,,,102746.35,,102746.35,0,Bank,0,0,0,,,,,
157,General Journal,25/06/2024,RV202406003,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,HQ Interest Income & Tax 2024 [(33.56-0.34) USDx36.7664],,,,2121104  AP - Other,,,-SPLIT-,,,,1221.38,-1221.38,-1221.38,Accounts Payable,0,0,0,,,,,
157,General Journal,25/06/2024,RV202406003,KBANK,Caryon SA - HQ,,,,,,,,,,HQ Interest Income Tax 2024 (0.34 USDx36.7664),,,,1112103 Bank S/A-Kbank-4253 USD,,,2121104  AP - Other,,,,12.50,-12.5,-1233.88,Bank,0,0,0,,,,,
157,General Journal,25/06/2024,RV202406003,KBANK,Caryon SA - HQ,,,,,,,,,,HQ Interest Income 2024 (33.56 USDx36.7664),,,,1112103 Bank S/A-Kbank-4253 USD,,,2121104  AP - Other,,,1233.88,,1233.88,0,Bank,0,0,0,,,,,
158,Cheque,03/07/2024,PV202407001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Jun.24 CHF 28,912.80 (from USD 32,125.33@37.0000 to Marko)",,,,1112103 Bank S/A-Kbank-4253 USD,,,-SPLIT-,,,,1188637.21,-1188637.21,-1188637.21,Bank,-1188637.21,0,-1188637.21,,,,,
158,Cheque,03/07/2024,PV202407001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Jun.24 CHF 28,912.80 (from USD 65@37.0000 to Marko) - Bank fee",,,,1112103 Bank S/A-Kbank-4253 USD,,,1112103 Bank S/A-Kbank-4253 USD,,-2405,,2405.00,-2405,-1191042.21,Bank,-2405,0,-2405,,,,,
158,Cheque,03/07/2024,PV202407001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Exchange loss : Marko exp CHF 28,912.80 & NS CHF 3,000 for Jun.24 [from USD (28,912.80+65+3,333....",,,,7111102 Exchange loss,,,1112103 Bank S/A-Kbank-4253 USD,,10872.27,10872.27,,10872.27,-1180169.94,Expense,10872.27,0,10872.27,,,,,
158,Cheque,03/07/2024,PV202407001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp CHF 28,912.80 & NS CHF 3,000 for Jun.24 [from USD (28,912.80+65+3,333.33+65)]",,,,2121104  AP - Other,,,1112103 Bank S/A-Kbank-4253 USD,,1305908.15,1305908.15,,1305908.15,125738.21,Accounts Payable,1305908.15,0,1305908.15,,,,,
158,Cheque,03/07/2024,PV202407001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"NS for Jun.24 CHF 3,000 (from USD 3,333.33@37.0000 to NS)",,,,1112103 Bank S/A-Kbank-4253 USD,,,1112103 Bank S/A-Kbank-4253 USD,,-123333.21,,123333.21,-123333.21,2405,Bank,-123333.21,0,-123333.21,,,,,
158,Cheque,03/07/2024,PV202407001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"NS for Jun.24 CHF 3,000 (from USD 65@37.0000 to NS) - Bank fee",,,,1112103 Bank S/A-Kbank-4253 USD,,,1112103 Bank S/A-Kbank-4253 USD,,-2405,,2405.00,-2405,0,Bank,-2405,0,-2405,,,,,
159,General Journal,05/07/2024,RV202407001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,HQ Interest Income & Tax 2024 (THB Fixed Acc),,,,2121104  AP - Other,,,-SPLIT-,,,,5097.36,-5097.36,-5097.36,Accounts Payable,0,0,0,,,,,
159,General Journal,05/07/2024,RV202407001,KBANK,Caryon SA - HQ,,,,,,,,,,HQ Interest Income Tax 2024 (THB Fixed Acc),,,,1112105  Bank F/A -Kbank -5353,,,2121104  AP - Other,,,,51.49,-51.49,-5148.85,Bank,0,0,0,,,,,
159,General Journal,05/07/2024,RV202407001,KBANK,Caryon SA - HQ,,,,,,,,,,HQ Interest Income 2024 (THB Fixed Acc),,,,1112105  Bank F/A -Kbank -5353,,,2121104  AP - Other,,,5148.85,,5148.85,0,Bank,0,0,0,,,,,
160,Cheque,30/07/2024,PV202407002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Jul.24 CHF 11,725.88 (from USD 13,287.12@36.1545 to Marko)",,,,1112103 Bank S/A-Kbank-4253 USD,,,-SPLIT-,,,,480389.18,-480389.18,-480389.18,Bank,-480389.18,0,-480389.18,,,,,
160,Cheque,30/07/2024,PV202407002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Jul.24 CHF 11,725.88 (from USD 65@36.1545 to Marko) - Bank fee",,,,1112103 Bank S/A-Kbank-4253 USD,,,1112103 Bank S/A-Kbank-4253 USD,,-2350.04,,2350.04,-2350.04,-482739.22,Bank,-2350.04,0,-2350.04,,,,,
160,Cheque,30/07/2024,PV202407002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Exchange gain : Marko exp CHF 11,725.88 & NS CHF 3,000 & Dagmar exp CHF 3,340.92 for Jul.24",,,,7111101 Exchange gain,,,1112103 Bank S/A-Kbank-4253 USD,,-15715.41,,15715.41,-15715.41,-498454.63,Expense,-15715.41,0,-15715.41,,,,,
160,Cheque,30/07/2024,PV202407002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp CHF 11,725.88 & NS CHF 3,000 & Dagmar exp CHF 3,340.92 for Jul.24",,,,2121104  AP - Other,,,1112103 Bank S/A-Kbank-4253 USD,,762931.31,762931.31,,762931.31,264476.68,Accounts Payable,762931.31,0,762931.31,,,,,
160,Cheque,30/07/2024,PV202407002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"NS for Jul.24 CHF 3,000 (from USD 3,399.43@36.1545 to NS)",,,,1112103 Bank S/A-Kbank-4253 USD,,,1112103 Bank S/A-Kbank-4253 USD,,-122904.69,,122904.69,-122904.69,141571.99,Bank,-122904.69,0,-122904.69,,,,,
160,Cheque,30/07/2024,PV202407002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"NS for Jul.24 CHF 3,000 (from USD 65@36.1545 to NS) - Bank fee",,,,1112103 Bank S/A-Kbank-4253 USD,,,1112103 Bank S/A-Kbank-4253 USD,,-2350.04,,2350.04,-2350.04,139221.95,Bank,-2350.04,0,-2350.04,,,,,
160,Cheque,30/07/2024,PV202407002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Dagmar exp Jul.24 CHF 3,340.92 (from USD 3,785.75@36.1545 to Dagmar)",,,,1112103 Bank S/A-Kbank-4253 USD,,,1112103 Bank S/A-Kbank-4253 USD,,-136871.9,,136871.90,-136871.9,2350.05,Bank,-136871.9,0,-136871.9,,,,,
160,Cheque,30/07/2024,PV202407002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Dagmar exp Jul.24 CHF 3,340.92 (from USD 65@36.1545 to Dagmar) - Bank fee",,,,1112103 Bank S/A-Kbank-4253 USD,,,1112103 Bank S/A-Kbank-4253 USD,,-2350.04,,2350.04,-2350.04,0.01,Bank,-2350.04,0,-2350.04,,,,,
160,Cheque,30/07/2024,PV202407002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp CHF 11,725.88 & NS CHF 3,000 & Dagmar CHF 3,340.92 for Jul.24",,,,5191103 Round up/down payment,,,1112103 Bank S/A-Kbank-4253 USD,,-0.01,,0.01,-0.01,0,Expense,-0.01,0,-0.01,,,,,
161,Cheque,19/08/2024,PV202408001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"HQ Rental exp Jul-Aug.24 CHF 8,548 (from USD 9,925.69@34.6477 to m3 REAL ESTATE SA)",,,,1112103 Bank S/A-Kbank-4253 USD,,,-SPLIT-,,,,343902.33,-343902.33,-343902.33,Bank,-343902.33,0,-343902.33,,,,,
161,Cheque,19/08/2024,PV202408001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"HQ Rental exp Jul-Aug.24 CHF 8,548 (from USD 65@34.6477 to m3) - Bank fee",,,,1112103 Bank S/A-Kbank-4253 USD,,,1112103 Bank S/A-Kbank-4253 USD,,-2252.1,,2252.10,-2252.1,-346154.43,Bank,-2252.1,0,-2252.1,,,,,
161,Cheque,19/08/2024,PV202408001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Exchange gain : HQ Rental exp Jul-Aug.24 CHF 8,548 [from USD (9,925.69+65) to m3]",,,,7111101 Exchange gain,,,1112103 Bank S/A-Kbank-4253 USD,,-22650.89,,22650.89,-22650.89,-368805.32,Expense,-22650.89,0,-22650.89,,,,,
161,Cheque,19/08/2024,PV202408001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"HQ Rental exp Jul-Aug.24 CHF 8,548 [from USD (9,925.69+65) to m3]",,,,2121104  AP - Other,,,1112103 Bank S/A-Kbank-4253 USD,,368805.32,368805.32,,368805.32,0,Accounts Payable,368805.32,0,368805.32,,,,,
162,Cheque,29/08/2024,PV202408002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Aug.24 CHF 22,243.17 (from USD 26,543.16@34.1683 to Marko)",,,,1112103 Bank S/A-Kbank-4253 USD,,,-SPLIT-,,,,906934.65,-906934.65,-906934.65,Bank,-906934.65,0,-906934.65,,,,,
162,Cheque,29/08/2024,PV202408002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Aug.24 CHF 22,243.17 (from USD 65@34.1683 to Marko) - Bank fee",,,,1112103 Bank S/A-Kbank-4253 USD,,,1112103 Bank S/A-Kbank-4253 USD,,-2220.94,,2220.94,-2220.94,-909155.59,Bank,-2220.94,0,-2220.94,,,,,
162,Cheque,29/08/2024,PV202408002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Exchange gain : Marko exp CHF 22,243.17 & NS CHF 3,000 for Aug.24 [from USD (26,543.16+65+3,579....",,,,7111101 Exchange gain,,,1112103 Bank S/A-Kbank-4253 USD,,-83093.19,,83093.19,-83093.19,-992248.78,Expense,-83093.19,0,-83093.19,,,,,
162,Cheque,29/08/2024,PV202408002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp CHF 22,243.17 & NS CHF 3,000 for Aug.24 [from USD (26,543.16+65+3,579.95+65)]",,,,2121104  AP - Other,,,1112103 Bank S/A-Kbank-4253 USD,,1116790.53,1116790.53,,1116790.53,124541.75,Accounts Payable,1116790.53,0,1116790.53,,,,,
162,Cheque,29/08/2024,PV202408002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"NS for Aug.24 CHF 3,000 (from USD 3,579.95@34.1683 to NS)",,,,1112103 Bank S/A-Kbank-4253 USD,,,1112103 Bank S/A-Kbank-4253 USD,,-122320.81,,122320.81,-122320.81,2220.94,Bank,-122320.81,0,-122320.81,,,,,
162,Cheque,29/08/2024,PV202408002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"NS for Aug.24 CHF 3,000 (from USD 65@34.1683 to NS) - Bank fee",,,,1112103 Bank S/A-Kbank-4253 USD,,,1112103 Bank S/A-Kbank-4253 USD,,-2220.94,,2220.94,-2220.94,0,Bank,-2220.94,0,-2220.94,,,,,
163,Cheque,09/09/2024,PV202409001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"HQ Special auditor CHF 2,000 (from USD 2,391.20@33.9748 to GP Fiduciarie SA)",,,,1112103 Bank S/A-Kbank-4253 USD,,,-SPLIT-,,,,81240.54,-81240.54,-81240.54,Bank,-81240.54,0,-81240.54,,,,,
163,Cheque,09/09/2024,PV202409001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"HQ Special auditor CHF 2,000 (from USD 65@33.9748 to GP Fiduciarie SA)) - Bank fee",,,,1112103 Bank S/A-Kbank-4253 USD,,,1112103 Bank S/A-Kbank-4253 USD,,-2208.36,,2208.36,-2208.36,-83448.9,Bank,-2208.36,0,-2208.36,,,,,
163,Cheque,09/09/2024,PV202409001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Exchange gain : HQ Special auditor CHF 2,000 [from USD (2,391.20+65) to GP Fiduciarie SA]",,,,7111101 Exchange gain,,,1112103 Bank S/A-Kbank-4253 USD,,-7221.47,,7221.47,-7221.47,-90670.37,Expense,-7221.47,0,-7221.47,,,,,
163,Cheque,09/09/2024,PV202409001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"HQ Special auditor CHF 2,000 [from USD (2,391.20+65) to GP Fiduciarie SA]",,,,2121104  AP - Other,,,1112103 Bank S/A-Kbank-4253 USD,,90670.38,90670.38,,90670.38,0.01,Accounts Payable,90670.38,0,90670.38,,,,,
163,Cheque,09/09/2024,PV202409001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"HQ Special auditor CHF 2,000 to GP Fiduciarie SA]",,,,5191103 Round up/down payment,,,1112103 Bank S/A-Kbank-4253 USD,,-0.01,,0.01,-0.01,0,Expense,-0.01,0,-0.01,,,,,
164,General Journal,25/09/2024,RV202409001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"TIS Petroleum (Asia) Return loan (USD 100,000+Interest 4,333.33) to Caryon SA - HQ Ref.PV202401002",,,,2121104  AP - Other,,,-SPLIT-,,,,3422697.42,-3422697.42,-3422697.42,Accounts Payable,0,0,0,,,,,
164,General Journal,25/09/2024,RV202409001,"TIS PETROLEUM (ASIA) PTE.,LTD.",Caryon SA - HQ,,,,TIS PETROLEUM (ASIA) PTE.,LTD.,,,,,"TIS Petroleum (Asia) Return loan (USD 100,000) to Caryon SA - HQ Ref.PV202401002",,,,1112103 Bank S/A-Kbank-4253 USD,,,2121104  AP - Other,,,3281020.00,,3281020,-141677.42,Bank,0,0,0,,,,,
164,General Journal,25/09/2024,RV202409001,KBANK,Caryon SA - HQ,,,,,,,,,,"TIS Petroleum (Asia) Return loan (USD 100,000) to Caryon SA - HQ - Bank fee",,,,1112101  Bank S/A -Kbank -9996,,,2121104  AP - Other,,,,500.00,-500,-142177.42,Bank,0,0,0,,,,,
164,General Journal,25/09/2024,RV202409001,"TIS PETROLEUM (ASIA) PTE.,LTD.",Caryon SA - HQ,,,,TIS PETROLEUM (ASIA) PTE.,LTD.,,,,,"TIS Petroleum (Asia) Return loan (Interest USD 4,333.33) to Caryon SA - HQ Ref.PV202401002",,,,1112103 Bank S/A-Kbank-4253 USD,,,2121104  AP - Other,,,142177.42,,142177.42,0,Bank,0,0,0,,,,,
165,Cheque,26/09/2024,PV202409002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"NS exp Sep.24 CHF 7,569.62 (from USD 9,065.41@32.8486 to NS)",,,,1112103 Bank S/A-Kbank-4253 USD,,,-SPLIT-,,,,297786.03,-297786.03,-297786.03,Bank,-297786.03,0,-297786.03,,,,,
165,Cheque,26/09/2024,PV202409002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"NS exp Sep.24 CHF 7,569.62 (from USD 65@32.8486 to NS) - Bank fee",,,,1112103 Bank S/A-Kbank-4253 USD,,,1112103 Bank S/A-Kbank-4253 USD,,-2135.16,,2135.16,-2135.16,-299921.19,Bank,-2135.16,0,-2135.16,,,,,
165,Cheque,26/09/2024,PV202409002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Exchange gain : NS exp Sep.24 CHF 7,569.62 [from USD (9,065.41+65) to NS]",,,,7111101 Exchange gain,,,1112103 Bank S/A-Kbank-4253 USD,,-37126.99,,37126.99,-37126.99,-337048.18,Expense,-37126.99,0,-37126.99,,,,,
165,Cheque,26/09/2024,PV202409002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"NS exp Sep.24 CHF 7,569.62 [from USD (9,065.41+65) to NS]",,,,2121104  AP - Other,,,1112103 Bank S/A-Kbank-4253 USD,,337048.17,337048.17,,337048.17,-0.01,Accounts Payable,337048.17,0,337048.17,,,,,
165,Cheque,26/09/2024,PV202409002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"NS exp Sep.24 CHF 7,569.62 [from USD (9,065.41+65) to NS]",,,,5191103 Round up/down payment,,,1112103 Bank S/A-Kbank-4253 USD,,0.01,0.01,,0.01,0,Expense,0.01,0,0.01,,,,,
166,Cheque,01/10/2024,PV202409003,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Sep.24 CHF 57,201.28 (from USD 67,757.97@32.6295 to Marko)",,,,1112103 Bank S/A-Kbank-4253 USD,,,-SPLIT-,,,,2210908.68,-2210908.68,-2210908.68,Bank,-2210908.68,0,-2210908.68,,,,,
166,Cheque,01/10/2024,PV202409003,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Sep.24 CHF 57,201.28 (from USD 65@32.6295 to Marko) - Bank fee",,,,1112103 Bank S/A-Kbank-4253 USD,,,1112103 Bank S/A-Kbank-4253 USD,,-2120.92,,2120.92,-2120.92,-2213029.6,Bank,-2120.92,0,-2120.92,,,,,
166,Cheque,01/10/2024,PV202409003,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Exchange gain : Marko exp Sep.24 CHF 57,201.28 [from USD (67,757.97+65) to Marko]",,,,7111101 Exchange gain,,,1112103 Bank S/A-Kbank-4253 USD,,-84596.42,,84596.42,-84596.42,-2297626.02,Expense,-84596.42,0,-84596.42,,,,,
166,Cheque,01/10/2024,PV202409003,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Sep.24 CHF 57,201.28 [from USD (67,757.97+65) to Marko]",,,,2121104  AP - Other,,,1112103 Bank S/A-Kbank-4253 USD,,2297626.02,2297626.02,,2297626.02,0,Accounts Payable,2297626.02,0,2297626.02,,,,,
167,Cheque,01/10/2024,PV202410001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"NS for Oct.24 CHF 3,000 (from USD 3,480.28@33.8958 to NS)",,,,1112103 Bank S/A-Kbank-4253 USD,,,-SPLIT-,,,,117966.87,-117966.87,-117966.87,Bank,-117966.87,0,-117966.87,,,,,
167,Cheque,01/10/2024,PV202410001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"NS for Oct.24 CHF 3,000 (from USD 65@33.8958 to NS) - Bank fee",,,,1112103 Bank S/A-Kbank-4253 USD,,,1112103 Bank S/A-Kbank-4253 USD,,-2203.23,,2203.23,-2203.23,-120170.1,Bank,-2203.23,0,-2203.23,,,,,
167,Cheque,01/10/2024,PV202410001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Exchange loss : NS for Oct.24 CHF 3,000 [from USD (3,480.28+65) to NS]",,,,7111102 Exchange loss,,,1112103 Bank S/A-Kbank-4253 USD,,3848.76,3848.76,,3848.76,-116321.34,Expense,3848.76,0,3848.76,,,,,
167,Cheque,01/10/2024,PV202410001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"NS for Oct.24 CHF 3,000 [from USD (3,480.28+65) to NS]",,,,2121104  AP - Other,,,1112103 Bank S/A-Kbank-4253 USD,,116321.35,116321.35,,116321.35,0.01,Accounts Payable,116321.35,0,116321.35,,,,,
167,Cheque,01/10/2024,PV202410001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"NS for Oct.24 CHF 3,000 [from USD (3,480.28+65) to NS]",,,,5191103 Round up/down payment,,,1112103 Bank S/A-Kbank-4253 USD,,-0.01,,0.01,-0.01,0,Expense,-0.01,0,-0.01,,,,,
168,General Journal,25/10/2024,RV202410001,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"TIS Petroleum (Asia) Return loan (USD 100,000+Interest 4,833.33) to Caryon SA - HQ Ref.PV202401002",,,,2121104  AP - Other,,,-SPLIT-,,,,3552909.59,-3552909.59,-3552909.59,Accounts Payable,0,0,0,,,,,
168,General Journal,25/10/2024,RV202410001,"TIS PETROLEUM (ASIA) PTE.,LTD.",Caryon SA - HQ,,,,TIS PETROLEUM (ASIA) PTE.,LTD.,,,,,"TIS Petroleum (Asia) Return loan (USD 100,000) to Caryon SA - HQ Ref.PV202401002",,,,1112103 Bank S/A-Kbank-4253 USD,,,2121104  AP - Other,,,3389580.00,,3389580,-163329.59,Bank,0,0,0,,,,,
168,General Journal,25/10/2024,RV202410001,KBANK,Caryon SA - HQ,,,,,,,,,,"TIS Petroleum (Asia) Return loan (USD 100,000) to Caryon SA - HQ - Bank fee",,,,1112101  Bank S/A -Kbank -9996,,,2121104  AP - Other,,,,500.00,-500,-163829.59,Bank,0,0,0,,,,,
168,General Journal,25/10/2024,RV202410001,"TIS PETROLEUM (ASIA) PTE.,LTD.",Caryon SA - HQ,,,,TIS PETROLEUM (ASIA) PTE.,LTD.,,,,,"TIS Petroleum (Asia) Return loan (Interest USD 4,833.33) to Caryon SA - HQ Ref.PV202401002",,,,1112103 Bank S/A-Kbank-4253 USD,,,2121104  AP - Other,,,163829.59,,163829.59,0,Bank,0,0,0,,,,,
169,Cheque,28/10/2024,PV202410002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Oct.24 CHF 57,402.81 (from USD 66,515.42@33.9467 to Marko)",,,,1112103 Bank S/A-Kbank-4253 USD,,,-SPLIT-,,,,2257979.01,-2257979.01,-2257979.01,Bank,-2257979.01,0,-2257979.01,,,,,
169,Cheque,28/10/2024,PV202410002,Caryon SA - HQ,Caryon SA - HQ,,,,,,,,,,"Marko exp Oct.24 CHF 57,402.81 (from USD 65@33.9467 to Marko) - Bank fee",,,,1112103 Bank S/A-Kbank-4253 USD,,,1112103 Bank S/A-Kbank-4253 USD,,-2206.54,,2206.54,-2206.54,-2260185.55,Bank,-2206.54,0,-2206.54,,,,,
