Trans #,Type,Date,Num,Name,Source Name,Description,Due Date,Item,Account,Class,Tax Code,Qty,Sales Price,Debit,Credit,AMT,Amount,Account Type,Tax Amount
"66,594",General Journal,30/11/2020,Interest Re,,,Interest Received,,,111000 · Westpac,,,,,6.48,,6.48,6.48,Bank,
"66,594",General Journal,30/11/2020,Interest Re,,,Interest Received,,GSF,810002 · Interest Received,,GSF,,,,6.48,-6.48,-6.48,Other Income,0
"66,594",General Journal,30/11/2020,Interest Re,Australian Taxation Office,,Interest Received,,GSF,213000 · GST Liability,,GSF,,,0,,0,0,Other Current Liability,
"66,943",General Journal,30/11/2020,Nov20 Close,,,,,,111600 · Inventory Asset,,,,,,"57,082.58",-57082.58,"-57,082.58",Other Current Asset,
"66,943",General Journal,30/11/2020,Nov20 Close,,,Homelift,,,511000 · Cost of Goods Sold,Homelift,,,,"2,150.22",,2150.22,"2,150.22",Cost of Goods Sold,
"66,943",General Journal,30/11/2020,Nov20 Close,,,New Crane,,,511000 · Cost of Goods Sold,New Crane,,,,"52,930.43",,52930.43,"52,930.43",Cost of Goods Sold,
"66,943",General Journal,30/11/2020,Nov20 Close,,,Newcastle,,,511000 · Cost of Goods Sold,Newcastle,,,,,"8,458.31",-8458.31,"-8,458.31",Cost of Goods Sold,
"66,943",General Journal,30/11/2020,Nov20 Close,,,Sydney Other,,,511000 · Cost of Goods Sold,Sydney:Sydney Other,,,,"12,733.84",,12733.84,"12,733.84",Cost of Goods Sold,
"66,943",General Journal,30/11/2020,Nov20 Close,,,Sydney Water,,,511000 · Cost of Goods Sold,Sydney:Sydney Water,,,,,"2,273.60",-2273.6,"-2,273.60",Cost of Goods Sold,
"66,788",General Journal,04/12/2020,Interco,,,Loan to Silver Generations Pty Ltd,,,111000 · Westpac,,,,,,10,-10,-10,Bank,
"66,788",General Journal,04/12/2020,Interco,,,Loan to Silver Generations Pty Ltd,,,111015 · Interco with Silver Generations,,,,,10,,10,10,Bank,
"66,786",General Journal,07/12/2020,TD 689261,,,"Bank Guarantee Release, Term deposit 689261",,,111000 · Westpac,,,,,"6,147.69",,6147.69,"6,147.69",Bank,
"66,786",General Journal,07/12/2020,TD 689261,,,"Bank Guarantee Release, Term deposit 689261, Principal",,,111025 · Term Deposit 689261,,,,,,"6,015.00",-6015,"-6,015.00",Bank,
"66,786",General Journal,07/12/2020,TD 689261,,,"Bank Guarantee Release, Term deposit 689261, Interest",,,810002 · Interest Received,,,,,,132.69,-132.69,-132.69,Other Income,
"66,787",General Journal,07/12/2020,TD Interest,,,"Term Deposit 689261, Interest",,,111000 · Westpac,,,,,35.71,,35.71,35.71,Bank,
"66,787",General Journal,07/12/2020,TD Interest,,,"Term Deposit 689261, Interest",,,810002 · Interest Received,,,,,,35.71,-35.71,-35.71,Other Income,
"66,896",General Journal,10/12/2020,Dean,BLACKWOODS,BLACKWOODS,Dean INV#SM2757BJ,,GSP,511000 · Cost of Goods Sold,Sydney:Sydney Other,GSP,,,,65.62,-65.62,-65.62,Cost of Goods Sold,-6.56
"66,896",General Journal,10/12/2020,Dean,BLACKWOODS,BLACKWOODS,Dean INV#SM2757BJ,,,111000 · Westpac,,,,,72.18,,72.18,72.18,Bank,
"66,896",General Journal,10/12/2020,Dean,Australian Taxation Office,BLACKWOODS,Dean INV#SM2757BJ,,GSP,213000 · GST Liability,,GSP,,,,6.56,-6.56,-6.56,Other Current Liability,
"66,897",General Journal,10/12/2020,Dean,UES,UES,Dean INV#SMI27866,,GSP,511000 · Cost of Goods Sold,New Crane,GSP,,,,105,-105,-105,Cost of Goods Sold,-10.5
"66,897",General Journal,10/12/2020,Dean,UES,UES,Dean INV#SMI27866,,,111000 · Westpac,,,,,115.5,,115.5,115.5,Bank,
"66,897",General Journal,10/12/2020,Dean,Australian Taxation Office,UES,Dean INV#SMI27866,,GSP,213000 · GST Liability,,GSP,,,,10.5,-10.5,-10.5,Other Current Liability,
"66,898",General Journal,10/12/2020,Tomas's car,Wetherill Park Towing,Wetherill Park Towing,Tomas INV#00212838,,GSP,612001 · Auto Repairs or Servicing,,GSP,,,,180,-180,-180,Expense,-18
"66,898",General Journal,10/12/2020,Tomas's car,Wetherill Park Towing,Wetherill Park Towing,Tomas INV#00212838,,,111000 · Westpac,,,,,198,,198,198,Bank,
"66,898",General Journal,10/12/2020,Tomas's car,Australian Taxation Office,Wetherill Park Towing,Tomas INV#00212838,,GSP,213000 · GST Liability,,GSP,,,,18,-18,-18,Other Current Liability,
"67,119",General Journal,20/12/2020,DEC 2020 CC,,,DEC 2020 CC,,GSP,511000 · Cost of Goods Sold,Sydney:Sydney Other,GSP,,,431.87,,431.87,431.87,Cost of Goods Sold,43.19
"67,119",General Journal,20/12/2020,DEC 2020 CC,,,DEC 2020 CC,,GSP,513000 · Tools,,GSP,,,80,,80,80,Cost of Goods Sold,8
"67,119",General Journal,20/12/2020,DEC 2020 CC,,,DEC 2020 CC,,GSP,611004 · Donation,,GSP,,,41.79,,41.79,41.79,Expense,4.18
"67,119",General Journal,20/12/2020,DEC 2020 CC,,,DEC 2020 CC,,GSP,611005 · Electricity & Gas,,GSP,,,294.55,,294.55,294.55,Expense,29.46
"67,119",General Journal,20/12/2020,DEC 2020 CC,,,DEC 2020 CC,,,611012 · Penalty,,,,,464.85,,464.85,464.85,Expense,
"67,119",General Journal,20/12/2020,DEC 2020 CC,,,DEC 2020 CC,,GSP,611013 · Phone Fee,,GSP,,,45.45,,45.45,45.45,Expense,4.54
"67,119",General Journal,20/12/2020,DEC 2020 CC,,,DEC 2020 CC,,GSP,611016 · Training,,GSP,,,813.64,,813.64,813.64,Expense,81.36
"67,119",General Journal,20/12/2020,DEC 2020 CC,,,DEC 2020 CC,,GSP,611020 · Rubbish Removal,,GSP,,,262.36,,262.36,262.36,Expense,26.24
"67,119",General Journal,20/12/2020,DEC 2020 CC,,,DEC 2020 CC,,GSF,611024 · IT Mantenance Exp,,GSF,,,225.65,,225.65,225.65,Expense,0
"67,119",General Journal,20/12/2020,DEC 2020 CC,,,DEC 2020 CC,,GSP,611034 · Subscription,,GSP,,,"1,515.00",,1515,"1,515.00",Expense,151.5
"67,119",General Journal,20/12/2020,DEC 2020 CC,,,DEC 2020 CC,,GSP,612001 · Auto Repairs or Servicing,,GSP,,,520.91,,520.91,520.91,Expense,52.09
"67,119",General Journal,20/12/2020,DEC 2020 CC,,,DEC 2020 CC,,GSP,612002 · Car Insurance,Newcastle,GSP,,,185.32,,185.32,185.32,Expense,18.53
"67,119",General Journal,20/12/2020,DEC 2020 CC,,,DEC 2020 CC,,GSP,612002 · Car Insurance,Homelift,GSP,,,101.66,,101.66,101.66,Expense,10.17
"67,119",General Journal,20/12/2020,DEC 2020 CC,,,DEC 2020 CC,,GSP,612002 · Car Insurance,Sydney:Sydney Other,GSP,,,"2,456.34",,2456.34,"2,456.34",Expense,245.63
"67,119",General Journal,20/12/2020,DEC 2020 CC,,,DEC 2020 CC,,GSP,612003 · Petrol,,GSP,,,613.82,,613.82,613.82,Expense,61.38
"67,119",General Journal,20/12/2020,DEC 2020 CC,,,DEC 2020 CC,,GSP,612006 · Parking,,GSP,,,81.82,,81.82,81.82,Expense,8.18
"67,119",General Journal,20/12/2020,DEC 2020 CC,,,DEC 2020 CC,,GSF,617004 · Interest Paid,,GSF,,,86.61,,86.61,86.61,Expense,0
"67,119",General Journal,20/12/2020,DEC 2020 CC,,,DEC 2020 CC,,,111401 · Loan to Scott,,,,,"2,019.86",,2019.86,"2,019.86",Other Asset,
"67,119",General Journal,20/12/2020,DEC 2020 CC,,,DEC 2020 CC,,,111007 · Interco with New Millennium,,,,,66.46,,66.46,66.46,Bank,
"67,119",General Journal,20/12/2020,DEC 2020 CC,,,DEC 2020 CC,,,111004 · Master Card 8539,,,,,,"11,713.43",-11713.43,"-11,713.43",Bank,
"67,119",General Journal,20/12/2020,DEC 2020 CC,,,DEC 2020 CC,,GSP,510000 · Cost of Good Sold,New Crane,GSP,,,600.93,,600.93,600.93,Cost of Goods Sold,60.09
"67,119",General Journal,20/12/2020,DEC 2020 CC,Australian Taxation Office,,DEC 2020 CC,,GSF,213000 · GST Liability,,GSF,,,0,,0,0,Other Current Liability,
"67,119",General Journal,20/12/2020,DEC 2020 CC,Australian Taxation Office,,DEC 2020 CC,,GSP,213000 · GST Liability,,GSP,,,804.54,,804.54,804.54,Other Current Liability,
"67,296",General Journal,21/12/2020,IAS Nov 20,,,IAS Nov 2020,,,111000 · Westpac,,,,,,"26,475.00",-26475,"-26,475.00",Bank,
"67,296",General Journal,21/12/2020,IAS Nov 20,,,IAS Nov 2020,,,219000 · Paybable to ATO,,,,,"26,475.00",,26475,"26,475.00",Bank,
"67,305",General Journal,21/12/2020,ASIC,,,BPAY ASIC,,,111000 · Westpac,,,,,,"1,235.00",-1235,"-1,235.00",Bank,
"67,305",General Journal,21/12/2020,ASIC,,,BPAY ASIC,,,111030 · Interco with Reliable Trade Sol,,,,,"1,235.00",,1235,"1,235.00",Bank,
"67,190",General Journal,24/12/2020,Chris Loan,,,,,,111000 · Westpac,,,,,,"2,000.00",-2000,"-2,000.00",Bank,
"67,190",General Journal,24/12/2020,Chris Loan,,,,,,111418 · Loan to Chris Terry,,,,,"2,000.00",,2000,"2,000.00",Other Asset,
"67,406",General Journal,24/12/2020,Week26,,,to take up short pay (overtime) of Week 26 due to timing difference. Amount totalling at $2193.9...,,,111000 · Westpac,,,,,"2,193.96",,2193.96,"2,193.96",Bank,
"67,406",General Journal,24/12/2020,Week26,,,to take up short pay (overtime) of Week 26 due to timing difference. Amount totalling at $2193.9...,,,111003 · Transitional  Account,,,,,,"2,193.96",-2193.96,"-2,193.96",Bank,
"67,407",General Journal,31/12/2020,Week27,,,to take up short pay (overtime) of Week27 due to timing difference. Amount totalling at $1904.47...,,,111000 · Westpac,,,,,"1,904.47",,1904.47,"1,904.47",Bank,
"67,407",General Journal,31/12/2020,Week27,,,to take up short pay (overtime) of Week27 due to timing difference. Amount totalling at $1904.47...,,,111003 · Transitional  Account,,,,,,"1,904.47",-1904.47,"-1,904.47",Bank,
"67,620",General Journal,31/12/2020,Dec20 Close,,,,,,111600 · Inventory Asset,,,,,,"45,710.28",-45710.28,"-45,710.28",Other Current Asset,
"67,620",General Journal,31/12/2020,Dec20 Close,,,Homelift,,,511000 · Cost of Goods Sold,Homelift,,,,210.14,,210.14,210.14,Cost of Goods Sold,
"67,620",General Journal,31/12/2020,Dec20 Close,,,New Crane,,,511000 · Cost of Goods Sold,New Crane,,,,"50,632.75",,50632.75,"50,632.75",Cost of Goods Sold,
"67,620",General Journal,31/12/2020,Dec20 Close,,,Newcastle,,,511000 · Cost of Goods Sold,Newcastle,,,,,775.61,-775.61,-775.61,Cost of Goods Sold,
"67,620",General Journal,31/12/2020,Dec20 Close,,,Sydney Other,,,511000 · Cost of Goods Sold,Sydney:Sydney Other,,,,"5,616.95",,5616.95,"5,616.95",Cost of Goods Sold,
"67,620",General Journal,31/12/2020,Dec20 Close,,,Sydney Water,,,511000 · Cost of Goods Sold,Sydney:Sydney Water,,,,,"9,973.95",-9973.95,"-9,973.95",Cost of Goods Sold,
"67,454",General Journal,02/01/2021,New MV,,,"To pay deposit for new MV to McGrath Liverpool, it will be refunded later.MV rego. CZ06UI",,,111004 · Master Card 8539,,,,,,500,-500,-500,Bank,
"67,454",General Journal,02/01/2021,New MV,,,"To pay deposit for new MV to McGrath Liverpool, it will be refunded later. MV rego. CZ06UI",,,111003 · Transitional  Account,,,,,500,,500,500,Bank,
"67,412",General Journal,07/01/2021,Week26&27,,,to pay Week26 & 27 short paid amount (overtime),,,111000 · Westpac,,,,,,"4,098.43",-4098.43,"-4,098.43",Bank,
"67,412",General Journal,07/01/2021,Week26&27,,,to pay Week26 & 27 short paid amount (overtime),,,111003 · Transitional  Account,,,,,"4,098.43",,4098.43,"4,098.43",Bank,
"67,449",General Journal,07/01/2021,Dean,UES,UES,Dean repay,,GSP,511000 · Cost of Goods Sold,,GSP,,,,121.8,-121.8,-121.8,Cost of Goods Sold,-12.18
"67,449",General Journal,07/01/2021,Dean,UES,UES,Dean,,,111000 · Westpac,,,,,250.44,,250.44,250.44,Bank,
"67,449",General Journal,07/01/2021,Dean,Revenue NSW,UES,3210492616,,,611012 · Penalty,,,,,,116,-116,-116,Expense,
"67,449",General Journal,07/01/2021,Dean,Revenue NSW,UES,3210492616,,,617002 · Credit Card Charge,,,,,,0.46,-0.46,-0.46,Expense,
"67,449",General Journal,07/01/2021,Dean,Australian Taxation Office,UES,Dean repay,,GSP,213000 · GST Liability,,GSP,,,,12.18,-12.18,-12.18,Other Current Liability,
"67,450",General Journal,07/01/2021,Taylor,,,Advanced to Taylor so that he will never need to pay for fuel out of pocket,,,111000 · Westpac,,,,,,200,-200,-200,Bank,
"67,450",General Journal,07/01/2021,Taylor,,,Advanced to Taylor so that he will never need to pay for fuel out of pocket,,,111419 · Loan to Taylor Lloyd,,,,,200,,200,200,Other Asset,
"68,188",General Journal,07/01/2021,Chris repay,,,,,,111418 · Loan to Chris Terry,,,,,,"1,619.50",-1619.5,"-1,619.50",Other Asset,
"68,188",General Journal,07/01/2021,Chris repay,,,,,,111007 · Interco with New Millennium,,,,,"1,619.50",,1619.5,"1,619.50",Bank,
"67,551",General Journal,14/01/2021,Loan toDean,,,,,,111000 · Westpac,,,,,,626.48,-626.48,-626.48,Bank,
"67,551",General Journal,14/01/2021,Loan toDean,,,,,,111416 · Loan to Dean Keeve,,,,,626.48,,626.48,626.48,Other Asset,
"68,189",General Journal,14/01/2021,Chris repay,,,,,,111418 · Loan to Chris Terry,,,,,,380.5,-380.5,-380.5,Other Asset,
"68,189",General Journal,14/01/2021,Chris repay,,,,,,111007 · Interco with New Millennium,,,,,380.5,,380.5,380.5,Bank,
"67,815",General Journal,19/01/2021,Vikrant,,,,,,111000 · Westpac,,,,,,200,-200,-200,Bank,
"67,815",General Journal,19/01/2021,Vikrant,,,Advanced to Vikrant so that he will never need to pay for fuel out of pocket,,,111420 · Loan to Vikrant Patil,,,,,200,,200,200,Other Asset,
"68,143",General Journal,20/01/2021,JAN 2021 CC,,,JAN 2021 CC,,GSP,511000 · Cost of Goods Sold,New Crane,GSP,,,848.32,,848.32,848.32,Cost of Goods Sold,84.83
"68,143",General Journal,20/01/2021,JAN 2021 CC,,,JAN 2021 CC,,GSP,511000 · Cost of Goods Sold,Sydney:Sydney Other,GSP,,,376.56,,376.56,376.56,Cost of Goods Sold,37.66
"68,143",General Journal,20/01/2021,JAN 2021 CC,,,JAN 2021 CC,,GSP,513000 · Tools,,GSP,,,610.67,,610.67,610.67,Cost of Goods Sold,61.07
"68,143",General Journal,20/01/2021,JAN 2021 CC,,,JAN 2021 CC,,GSP,611004 · Donation,,GSP,,,41.79,,41.79,41.79,Expense,4.18
"68,143",General Journal,20/01/2021,JAN 2021 CC,,,JAN 2021 CC,,,611012 · Penalty,,,,,457.82,,457.82,457.82,Expense,
"68,143",General Journal,20/01/2021,JAN 2021 CC,,,JAN 2021 CC,,GSP,611013 · Phone Fee,,GSP,,,45.45,,45.45,45.45,Expense,4.54
"68,143",General Journal,20/01/2021,JAN 2021 CC,,,JAN 2021 CC,,GSP,611016 · Training,,GSP,,,"1,954.55",,1954.55,"1,954.55",Expense,195.45
"68,143",General Journal,20/01/2021,JAN 2021 CC,,,JAN 2021 CC,,GSP,611020 · Rubbish Removal,,GSP,,,269.45,,269.45,269.45,Expense,26.95
"68,143",General Journal,20/01/2021,JAN 2021 CC,,,JAN 2021 CC,,GSP,611024 · IT Mantenance Exp,,GSP,,,389.98,,389.98,389.98,Expense,39
"68,143",General Journal,20/01/2021,JAN 2021 CC,,,JAN 2021 CC,,GSF,611024 · IT Mantenance Exp,,GSF,,,215.69,,215.69,215.69,Expense,0
"68,143",General Journal,20/01/2021,JAN 2021 CC,,,JAN 2021 CC,,GSP,611034 · Subscription,,GSP,,,"1,430.00",,1430,"1,430.00",Expense,143
"68,143",General Journal,20/01/2021,JAN 2021 CC,,,JAN 2021 CC,,GSP,612001 · Auto Repairs or Servicing,,GSP,,,800,,800,800,Expense,80
"68,143",General Journal,20/01/2021,JAN 2021 CC,,,JAN 2021 CC,,GSP,612002 · Car Insurance,Newcastle,GSP,,,185.32,,185.32,185.32,Expense,18.53
"68,143",General Journal,20/01/2021,JAN 2021 CC,,,JAN 2021 CC,,GSP,612002 · Car Insurance,Homelift,GSP,,,101.66,,101.66,101.66,Expense,10.17
"68,143",General Journal,20/01/2021,JAN 2021 CC,,,JAN 2021 CC,,GSP,612002 · Car Insurance,Sydney:Sydney Other,GSP,,,"2,449.30",,2449.3,"2,449.30",Expense,244.93
"68,143",General Journal,20/01/2021,JAN 2021 CC,,,JAN 2021 CC,,GSP,612003 · Petrol,,GSP,,,516.81,,516.81,516.81,Expense,51.68
"68,143",General Journal,20/01/2021,JAN 2021 CC,,,JAN 2021 CC,,GSP,612006 · Parking,,GSP,,,29.09,,29.09,29.09,Expense,2.91
"68,143",General Journal,20/01/2021,JAN 2021 CC,,,JAN 2021 CC,,GSP,617001 · Bank Charges,,GSP,,,196.97,,196.97,196.97,Expense,19.7
"68,143",General Journal,20/01/2021,JAN 2021 CC,,,JAN 2021 CC,,GSP,617002 · Credit Card Charge,,GSP,,,0.85,,0.85,0.85,Expense,0.09
"68,143",General Journal,20/01/2021,JAN 2021 CC,,,JAN 2021 CC,,,111401 · Loan to Scott,,,,,"1,521.59",,1521.59,"1,521.59",Other Asset,
"68,143",General Journal,20/01/2021,JAN 2021 CC,,,JAN 2021 CC,,,111004 · Master Card 8539,,,,,,"13,522.34",-13522.34,"-13,522.34",Bank,
"68,143",General Journal,20/01/2021,JAN 2021 CC,,,JAN 2021 CC,,,111007 · Interco with New Millennium,,,,,55.78,,55.78,55.78,Bank,
"68,143",General Journal,20/01/2021,JAN 2021 CC,Australian Taxation Office,,JAN 2021 CC,,GSF,213000 · GST Liability,,GSF,,,0,,0,0,Other Current Liability,
"68,143",General Journal,20/01/2021,JAN 2021 CC,Australian Taxation Office,,JAN 2021 CC,,GSP,213000 · GST Liability,,GSP,,,"1,024.69",,1024.69,"1,024.69",Other Current Liability,
"67,915",General Journal,21/01/2021,Bron,Nilian,Nilian,INV-0841,,,111000 · Westpac,,,,,295.24,,295.24,295.24,Bank,
"67,915",General Journal,21/01/2021,Bron,Nilian,Nilian,INV-0841,,GSP,511000 · Cost of Goods Sold,Sydney:Sydney Other,GSP,,,,268.4,-268.4,-268.4,Cost of Goods Sold,-26.84
"67,915",General Journal,21/01/2021,Bron,Australian Taxation Office,Nilian,INV-0841,,GSP,213000 · GST Liability,,GSP,,,,26.84,-26.84,-26.84,Other Current Liability,
"68,111",General Journal,25/01/2021,,Global Signs,Global Signs,INV 5502 5508,,GSP,511000 · Cost of Goods Sold,Sydney:Sydney Other,GSP,,,156,,156,156,Cost of Goods Sold,15.6
"68,111",General Journal,25/01/2021,,Global Signs,Global Signs,INV 5585 5586,,GSP,511000 · Cost of Goods Sold,New Crane,GSP,,,280,,280,280,Cost of Goods Sold,28
"68,111",General Journal,25/01/2021,,Global Signs,Global Signs,INV 5502 5508,,,111004 · Master Card 8539,,,,,,479.6,-479.6,-479.6,Bank,
"68,111",General Journal,25/01/2021,,Australian Taxation Office,Global Signs,INV 5502 5508,,GSP,213000 · GST Liability,,GSP,,,43.6,,43.6,43.6,Other Current Liability,
"67,901",General Journal,28/01/2021,Dec20 Super,,,,,,111000 · Westpac,,,,,,"26,889.10",-26889.1,"-26,889.10",Bank,
"67,901",General Journal,28/01/2021,Dec20 Super,,,Dean Keeve,,,212011 · Australian Super Payable,,,,,"1,890.07",,1890.07,"1,890.07",Other Current Liability,
"67,901",General Journal,28/01/2021,Dec20 Super,,,Elegio Pasaporte,,,212011 · Australian Super Payable,,,,,"1,812.97",,1812.97,"1,812.97",Other Current Liability,
"67,901",General Journal,28/01/2021,Dec20 Super,,,Huynh Luu Truong,,,212011 · Australian Super Payable,,,,,"1,662.50",,1662.5,"1,662.50",Other Current Liability,
"67,901",General Journal,28/01/2021,Dec20 Super,,,Marc Palencia,,,212011 · Australian Super Payable,,,,,"1,819.44",,1819.44,"1,819.44",Other Current Liability,
"67,901",General Journal,28/01/2021,Dec20 Super,,,Rahul Shelake,,,212011 · Australian Super Payable,,,,,"1,768.93",,1768.93,"1,768.93",Other Current Liability,
"67,901",General Journal,28/01/2021,Dec20 Super,,,Rajesh Rangaiah,,,212011 · Australian Super Payable,,,,,611.25,,611.25,611.25,Other Current Liability,
"67,901",General Journal,28/01/2021,Dec20 Super,,,Scott Valentine,,,212011 · Australian Super Payable,,,,,"1,576.12",,1576.12,"1,576.12",Other Current Liability,
"67,901",General Journal,28/01/2021,Dec20 Super,,,James Simpson,,,212012 · CBus Super,,,,,"2,021.60",,2021.6,"2,021.60",Other Current Liability,
"67,901",General Journal,28/01/2021,Dec20 Super,,,Stephen Gumbleton,,,212014 · Colonial First State  Super,,,,,"2,173.34",,2173.34,"2,173.34",Other Current Liability,
"67,901",General Journal,28/01/2021,Dec20 Super,,,Stephen Hardi,,,212014 · Colonial First State  Super,,,,,"2,000.29",,2000.29,"2,000.29",Other Current Liability,
"67,901",General Journal,28/01/2021,Dec20 Super,,,Vishnar Ling,,,212014 · Colonial First State  Super,,,,,"2,072.18",,2072.18,"2,072.18",Other Current Liability,
"67,901",General Journal,28/01/2021,Dec20 Super,,,Bronislaw Ryzak,,,212018 · AMP Flexible lifetime,,,,,"2,324.84",,2324.84,"2,324.84",Other Current Liability,
"67,901",General Journal,28/01/2021,Dec20 Super,,,Alexander Avouris,,,212019 · Rest Industry Super,,,,,244.38,,244.38,244.38,Other Current Liability,
"67,901",General Journal,28/01/2021,Dec20 Super,,,Tomas Dlesk,,,212035 · ANZ Smart Choice Super,,,,,"2,315.27",,2315.27,"2,315.27",Other Current Liability,
"67,901",General Journal,28/01/2021,Dec20 Super,,,Yee Lai Hon,,,212037 · MLC Super,,,,,685.51,,685.51,685.51,Other Current Liability,
"67,901",General Journal,28/01/2021,Dec20 Super,,,Steven Wilson,,,212010 · Super Payable,,,,,"1,910.41",,1910.41,"1,910.41",Other Current Liability,
"68,109",General Journal,28/01/2021,Surcharge,Industrial Crane Technologies ( ICT),Industrial Crane Technologies ( ICT),INV#3588,,,111004 · Master Card 8539,,,,,,6.14,-6.14,-6.14,Bank,
"68,109",General Journal,28/01/2021,Surcharge,Industrial Crane Technologies ( ICT),Industrial Crane Technologies ( ICT),INV#3588,,GSP,617002 · Credit Card Charge,Sydney:Sydney Other,GSP,,,5.58,,5.58,5.58,Expense,0.56
"68,109",General Journal,28/01/2021,Surcharge,Australian Taxation Office,Industrial Crane Technologies ( ICT),INV#3588,,GSP,213000 · GST Liability,,GSP,,,0.56,,0.56,0.56,Other Current Liability,
"68,187",General Journal,31/01/2021,Jan21Close,,,,,,111600 · Inventory Asset,,,,,,"104,893.64",-104893.64,"-104,893.64",Other Current Asset,
"68,187",General Journal,31/01/2021,Jan21Close,,,Homelift,,,511000 · Cost of Goods Sold,Homelift,,,,47.82,,47.82,47.82,Cost of Goods Sold,
